Vendedor	Treinamento	Data	Cliente	 Valor 	Alunos	Instrutor	Conteúdo	Período	Total	Estado 	Avaliação Instrutor
Priscila	Excel Básico	06/06/2016	Pessoa Jurídica	 780,00 	12	Joaquim	Personalizado	Noite	9.360,00	São Paulo	5
Mirian	Excel Intermediário	06/06/2016	Pessoa Jurídica	 980,00 	12	Paulo	Regular	Integral	11.760,00	São Paulo	5
Murilo	Excel Avançado	08/06/2016	Pessoa Física	 1.020,00 	9	Leandro	Regular	Madrugada	9.180,00	São Paulo	3
Roberto	Excel Dashboards	08/06/2016	Pessoa Jurídica	 1.340,00 	10	José	Regular	Sábado	13.400,00	São Paulo	5
Myslaine	Excel VBA iniciante	08/06/2016	Pessoa Física	 1.870,00 	9	Caio 	Personalizado	Domingo	16.830,00	São Paulo	3
Katia	Excel VBA avançado	08/06/2016	Pessoa Física	 1.910,00 	9	Caio 	Regular	Personalizado	17.190,00	São Paulo	5
Vanessa	Access VBA	10/06/2016	Pessoa Física	 2.240,00 	8	Fernando	Regular	Manhã	17.920,00	São Paulo	2
Renata	Word VBA	10/06/2016	Pessoa Jurídica	 2.479,00 	12	Fernando	Regular	Tarde	29.748,00	São Paulo	2
Rodrigo	Outlook	10/06/2016	Pessoa Jurídica	 3.200,00 	10	Ana	Personalizado	Noite	32.000,00	São Paulo	3
Priscila	Outlook VBA	10/06/2016	Pessoa Jurídica	 3.921,00 	10	Paulo	Regular	Integral	39.210,00	São Paulo	4
Mirian	PowerPoint	12/06/2016	Pessoa Física	 780,00 	12	Sandra	Regular	Madrugada	9.360,00	São Paulo	2
Murilo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 980,00 	11	Sandra	Regular	Segunda-feira	10.780,00	São Paulo	3
Roberto	Access	12/06/2016	Pessoa Física	 1.020,00 	8	Humberto	Personalizado	Terça-feira	8.160,00	São Paulo	5
Myslaine	Windows	12/06/2016	Pessoa Física	 1.340,00 	12	Henrique	Regular	Personalizado	16.080,00	São Paulo	5
Katia	Excel Básico	14/06/2016	Pessoa Física	 1.870,00 	12	Douglas	Regular	Manhã	22.440,00	São Paulo	3
Vanessa	Excel Intermediário	14/06/2016	Pessoa Jurídica	 1.910,00 	8	Jane	Regular	Tarde	15.280,00	São Paulo	2
Renata	Excel Avançado	14/06/2016	Pessoa Jurídica	 2.240,00 	8	Caio 	Personalizado	Noite	17.920,00	São Paulo	3
Rodrigo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 2.479,00 	8	Fernando	Regular	Integral	19.832,00	São Paulo	3
Priscila	Excel VBA iniciante	16/06/2016	Pessoa Física	 3.200,00 	11	Roberto	Regular	Madrugada	35.200,00	São Paulo	2
Mirian	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 3.921,00 	12	Rosana	Regular	Quarta-feira	47.052,00	São Paulo	2
Murilo	Access VBA	16/06/2016	Pessoa Física	 780,00 	8	Sandra	Personalizado	Quinta-feira	6.240,00	São Paulo	5
Roberto	Word VBA	16/06/2016	Pessoa Física	 980,00 	12	Sérgio	Regular	Personalizado	11.760,00	São Paulo	3
Myslaine	Outlook	18/06/2016	Pessoa Física	 1.020,00 	10	Manuel	Regular	Manhã	10.200,00	São Paulo	4
Katia	Outlook VBA	18/06/2016	Pessoa Jurídica	 1.340,00 	12	Joaquim	Regular	Tarde	16.080,00	São Paulo	4
Vanessa	PowerPoint	18/06/2016	Pessoa Jurídica	 1.870,00 	9	Paulo	Personalizado	Noite	16.830,00	São Paulo	5
Renata	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 1.910,00 	12	Leandro	Regular	Integral	22.920,00	São Paulo	5
Rodrigo	Access	01/06/2016	Pessoa Física	 2.240,00 	10	José	Regular	Madrugada	22.400,00	São Paulo	5
Priscila	Windows	01/06/2016	Pessoa Jurídica	 2.479,00 	11	Caio 	Regular	Sexta-feira	27.269,00	São Paulo	2
Mirian	Excel Básico	01/06/2016	Pessoa Física	 3.200,00 	8	Caio 	Personalizado	Sábado	25.600,00	São Paulo	4
Murilo	Excel Intermediário	01/06/2016	Pessoa Física	 3.921,00 	10	Fernando	Regular	Personalizado	39.210,00	São Paulo	2
Roberto	Excel Avançado	01/06/2016	Pessoa Física	 780,00 	10	Fernando	Regular	Manhã	7.800,00	São Paulo	5
Myslaine	Excel Dashboards	01/06/2016	Pessoa Jurídica	 980,00 	9	Ana	Regular	Tarde	8.820,00	São Paulo	2
Katia	Excel VBA iniciante	02/06/2016	Pessoa Jurídica	 1.020,00 	12	Paulo	Personalizado	Noite	12.240,00	São Paulo	5
Vanessa	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 1.340,00 	12	Sandra	Regular	Integral	16.080,00	São Paulo	3
Renata	Access VBA	02/06/2016	Pessoa Física	 1.870,00 	12	Sandra	Regular	Madrugada	22.440,00	São Paulo	5
Rodrigo	Word VBA	02/06/2016	Pessoa Jurídica	 1.910,00 	12	Humberto	Regular	Domingo	22.920,00	São Paulo	5
Priscila	Outlook	04/06/2016	Pessoa Física	 2.240,00 	12	Henrique	Personalizado	Segunda-feira	26.880,00	São Paulo	4
Mirian	Outlook VBA	04/06/2016	Pessoa Física	 2.479,00 	9	Douglas	Regular	Personalizado	22.311,00	São Paulo	5
Murilo	PowerPoint	04/06/2016	Pessoa Física	 3.200,00 	11	Jane	Regular	Manhã	35.200,00	São Paulo	3
Roberto	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 3.921,00 	10	Caio 	Regular	Tarde	39.210,00	São Paulo	4
Myslaine	Access	06/06/2016	Pessoa Jurídica	 780,00 	10	Fernando	Personalizado	Noite	7.800,00	São Paulo	2
Katia	Windows	06/06/2016	Pessoa Jurídica	 980,00 	8	Roberto	Regular	Integral	7.840,00	São Paulo	2
Vanessa	Excel Básico	06/06/2016	Pessoa Física	 1.020,00 	12	Rosana	Regular	Madrugada	12.240,00	São Paulo	5
Renata	Excel Intermediário	06/06/2016	Pessoa Jurídica	 1.340,00 	9	Sandra	Regular	Terça-feira	12.060,00	São Paulo	4
Rodrigo	Excel Avançado	08/06/2016	Pessoa Física	 1.870,00 	9	Sérgio	Personalizado	Quarta-feira	16.830,00	São Paulo	2
Priscila	Excel Dashboards	08/06/2016	Pessoa Física	 1.910,00 	9	Manuel	Regular	Personalizado	17.190,00	São Paulo	4
Mirian	Excel VBA iniciante	08/06/2016	Pessoa Física	 2.240,00 	9	Joaquim	Regular	Manhã	20.160,00	São Paulo	5
Murilo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 2.479,00 	11	Paulo	Regular	Tarde	27.269,00	São Paulo	4
Roberto	Access VBA	10/06/2016	Pessoa Jurídica	 3.200,00 	8	Leandro	Personalizado	Noite	25.600,00	São Paulo	2
Myslaine	Word VBA	10/06/2016	Pessoa Jurídica	 3.921,00 	10	José	Regular	Integral	39.210,00	São Paulo	4
Katia	Outlook	10/06/2016	Pessoa Física	 780,00 	10	Caio 	Regular	Madrugada	7.800,00	São Paulo	2
Vanessa	Outlook VBA	10/06/2016	Pessoa Jurídica	 980,00 	11	Caio 	Regular	Quinta-feira	10.780,00	São Paulo	2
Renata	PowerPoint	12/06/2016	Pessoa Física	 1.020,00 	9	Fernando	Personalizado	Sexta-feira	9.180,00	São Paulo	2
Rodrigo	PowerPoint VBA	12/06/2016	Pessoa Física	 1.340,00 	9	Fernando	Regular	Personalizado	12.060,00	São Paulo	2
Priscila	Access	12/06/2016	Pessoa Física	 1.870,00 	12	Ana	Regular	Manhã	22.440,00	São Paulo	3
Mirian	Windows	12/06/2016	Pessoa Jurídica	 1.910,00 	8	Paulo	Regular	Tarde	15.280,00	São Paulo	5
Murilo	Excel Básico	14/06/2016	Pessoa Jurídica	 2.240,00 	8	Sandra	Personalizado	Noite	17.920,00	São Paulo	4
Roberto	Excel Intermediário	14/06/2016	Pessoa Jurídica	 2.479,00 	10	Sandra	Regular	Integral	24.790,00	São Paulo	5
Myslaine	Excel Avançado	14/06/2016	Pessoa Física	 3.200,00 	8	Humberto	Regular	Madrugada	25.600,00	São Paulo	2
Katia	Excel Dashboards	14/06/2016	Pessoa Jurídica	 3.921,00 	8	Henrique	Regular	Sábado	31.368,00	São Paulo	2
Vanessa	Excel VBA iniciante	16/06/2016	Pessoa Física	 780,00 	12	Douglas	Personalizado	Domingo	9.360,00	São Paulo	5
Renata	Excel VBA avançado	16/06/2016	Pessoa Física	 980,00 	10	Jane	Regular	Personalizado	9.800,00	São Paulo	5
Rodrigo	Access VBA	16/06/2016	Pessoa Física	 1.020,00 	12	Caio 	Regular	Manhã	12.240,00	São Paulo	2
Priscila	Word VBA	16/06/2016	Pessoa Jurídica	 1.340,00 	12	Fernando	Regular	Tarde	16.080,00	São Paulo	4
Mirian	Outlook	18/06/2016	Pessoa Jurídica	 1.870,00 	12	Roberto	Personalizado	Noite	22.440,00	São Paulo	4
Murilo	Outlook VBA	18/06/2016	Pessoa Jurídica	 1.910,00 	10	Rosana	Regular	Integral	19.100,00	São Paulo	3
Roberto	PowerPoint	18/06/2016	Pessoa Física	 2.240,00 	12	Sandra	Regular	Madrugada	26.880,00	São Paulo	4
Myslaine	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 2.479,00 	8	Sérgio	Regular	Segunda-feira	19.832,00	São Paulo	3
Katia	Access	01/06/2016	Pessoa Física	 3.200,00 	9	Manuel	Personalizado	Terça-feira	28.800,00	São Paulo	5
Vanessa	Windows	01/06/2016	Pessoa Física	 3.921,00 	10	Joaquim	Regular	Personalizado	39.210,00	São Paulo	4
Renata	Excel Básico	01/06/2016	Pessoa Física	 780,00 	8	Paulo	Regular	Manhã	6.240,00	São Paulo	5
Rodrigo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 980,00 	9	Leandro	Regular	Tarde	8.820,00	São Paulo	2
Priscila	Excel Avançado	01/06/2016	Pessoa Jurídica	 1.020,00 	11	José	Personalizado	Noite	11.220,00	São Paulo	3
Mirian	Excel Dashboards	01/06/2016	Pessoa Jurídica	 1.340,00 	10	Caio 	Regular	Integral	13.400,00	São Paulo	2
Murilo	Excel VBA iniciante	02/06/2016	Pessoa Física	 1.870,00 	11	Caio 	Regular	Madrugada	20.570,00	São Paulo	3
Roberto	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 1.910,00 	10	Fernando	Regular	Quarta-feira	19.100,00	São Paulo	3
Myslaine	Access VBA	02/06/2016	Pessoa Física	 2.240,00 	8	Fernando	Personalizado	Quinta-feira	17.920,00	São Paulo	4
Katia	Word VBA	02/06/2016	Pessoa Física	 2.479,00 	10	Ana	Regular	Personalizado	24.790,00	São Paulo	4
Vanessa	Outlook	04/06/2016	Pessoa Física	 3.200,00 	11	Paulo	Regular	Manhã	35.200,00	São Paulo	3
Renata	Outlook VBA	04/06/2016	Pessoa Jurídica	 3.921,00 	8	Sandra	Regular	Tarde	31.368,00	São Paulo	2
Rodrigo	PowerPoint	04/06/2016	Pessoa Jurídica	 780,00 	10	Sandra	Personalizado	Noite	7.800,00	São Paulo	4
Priscila	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 980,00 	9	Humberto	Regular	Integral	8.820,00	São Paulo	2
Mirian	Access	06/06/2016	Pessoa Física	 1.020,00 	12	Henrique	Regular	Madrugada	12.240,00	São Paulo	4
Murilo	Windows	06/06/2016	Pessoa Jurídica	 1.340,00 	9	Douglas	Regular	Sexta-feira	12.060,00	São Paulo	4
Roberto	Excel Básico	06/06/2016	Pessoa Física	 1.870,00 	10	Jane	Personalizado	Sábado	18.700,00	São Paulo	3
Myslaine	Excel Intermediário	06/06/2016	Pessoa Física	 1.910,00 	11	Caio 	Regular	Personalizado	21.010,00	São Paulo	2
Katia	Excel Avançado	08/06/2016	Pessoa Física	 2.240,00 	12	Fernando	Regular	Manhã	26.880,00	São Paulo	2
Vanessa	Excel Dashboards	08/06/2016	Pessoa Jurídica	 2.479,00 	8	Roberto	Regular	Tarde	19.832,00	São Paulo	5
Renata	Excel VBA iniciante	08/06/2016	Pessoa Jurídica	 3.200,00 	8	Rosana	Personalizado	Noite	25.600,00	São Paulo	5
Rodrigo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 3.921,00 	11	Sandra	Regular	Integral	43.131,00	São Paulo	3
Priscila	Access VBA	10/06/2016	Pessoa Física	 780,00 	11	Sérgio	Regular	Madrugada	8.580,00	São Paulo	2
Mirian	Word VBA	10/06/2016	Pessoa Jurídica	 980,00 	10	Manuel	Regular	Domingo	9.800,00	São Paulo	4
Murilo	Outlook	10/06/2016	Pessoa Física	 1.020,00 	11	Joaquim	Personalizado	Segunda-feira	11.220,00	São Paulo	5
Roberto	Outlook VBA	10/06/2016	Pessoa Física	 1.340,00 	12	Paulo	Regular	Personalizado	16.080,00	São Paulo	4
Myslaine	PowerPoint	12/06/2016	Pessoa Física	 1.870,00 	10	Leandro	Regular	Manhã	18.700,00	São Paulo	5
Katia	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 1.910,00 	9	José	Regular	Tarde	17.190,00	São Paulo	2
Vanessa	Access	12/06/2016	Pessoa Jurídica	 2.240,00 	11	Caio 	Personalizado	Noite	24.640,00	São Paulo	2
Renata	Windows	12/06/2016	Pessoa Jurídica	 2.479,00 	9	Caio 	Regular	Integral	22.311,00	São Paulo	3
Rodrigo	Excel Básico	14/06/2016	Pessoa Física	 3.200,00 	10	Fernando	Regular	Madrugada	32.000,00	São Paulo	2
Priscila	Excel Intermediário	14/06/2016	Pessoa Jurídica	 3.921,00 	8	Fernando	Regular	Terça-feira	31.368,00	São Paulo	2
Mirian	Excel Avançado	14/06/2016	Pessoa Física	 780,00 	10	Ana	Personalizado	Quarta-feira	7.800,00	São Paulo	4
Murilo	Excel Dashboards	14/06/2016	Pessoa Física	 980,00 	12	Paulo	Regular	Personalizado	11.760,00	São Paulo	5
Roberto	Excel VBA iniciante	16/06/2016	Pessoa Física	 1.020,00 	12	Sandra	Regular	Manhã	12.240,00	São Paulo	2
Myslaine	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 1.340,00 	12	Sandra	Regular	Tarde	16.080,00	São Paulo	4
Katia	Access VBA	16/06/2016	Pessoa Jurídica	 1.870,00 	12	Humberto	Personalizado	Noite	22.440,00	São Paulo	5
Vanessa	Word VBA	16/06/2016	Pessoa Jurídica	 1.910,00 	8	Henrique	Regular	Integral	15.280,00	São Paulo	3
Renata	Outlook	18/06/2016	Pessoa Física	 2.240,00 	10	Douglas	Regular	Madrugada	22.400,00	São Paulo	4
Rodrigo	Outlook VBA	18/06/2016	Pessoa Jurídica	 2.479,00 	9	Jane	Regular	Quinta-feira	22.311,00	São Paulo	3
Priscila	PowerPoint	18/06/2016	Pessoa Física	 3.200,00 	10	Caio 	Personalizado	Sexta-feira	32.000,00	São Paulo	3
Mirian	PowerPoint VBA	18/06/2016	Pessoa Física	 3.921,00 	8	Fernando	Regular	Personalizado	31.368,00	São Paulo	4
Murilo	Access	01/06/2016	Pessoa Física	 780,00 	8	Roberto	Regular	Manhã	6.240,00	São Paulo	4
Roberto	Windows	01/06/2016	Pessoa Jurídica	 980,00 	11	Rosana	Regular	Tarde	10.780,00	São Paulo	4
Myslaine	Excel Básico	01/06/2016	Pessoa Jurídica	 1.020,00 	11	Sandra	Personalizado	Noite	11.220,00	São Paulo	3
Katia	Excel Intermediário	01/06/2016	Pessoa Jurídica	 1.340,00 	10	Sérgio	Regular	Integral	13.400,00	São Paulo	4
Vanessa	Excel Avançado	01/06/2016	Pessoa Física	 1.870,00 	11	Manuel	Regular	Madrugada	20.570,00	São Paulo	5
Renata	Excel Dashboards	01/06/2016	Pessoa Jurídica	 1.910,00 	10	Joaquim	Regular	Sábado	19.100,00	São Paulo	2
Rodrigo	Excel VBA iniciante	02/06/2016	Pessoa Física	 2.240,00 	12	Paulo	Personalizado	Domingo	26.880,00	São Paulo	2
Priscila	Excel VBA avançado	02/06/2016	Pessoa Física	 2.479,00 	8	Leandro	Regular	Personalizado	19.832,00	São Paulo	3
Mirian	Access VBA	02/06/2016	Pessoa Física	 3.200,00 	9	José	Regular	Manhã	28.800,00	São Paulo	3
Murilo	Word VBA	02/06/2016	Pessoa Jurídica	 3.921,00 	10	Caio 	Regular	Tarde	39.210,00	São Paulo	2
Roberto	Outlook	04/06/2016	Pessoa Jurídica	 780,00 	12	Caio 	Personalizado	Noite	9.360,00	São Paulo	3
Myslaine	Outlook VBA	04/06/2016	Pessoa Jurídica	 980,00 	9	Fernando	Regular	Integral	8.820,00	São Paulo	2
Katia	PowerPoint	04/06/2016	Pessoa Física	 1.020,00 	9	Fernando	Regular	Madrugada	9.180,00	São Paulo	3
Vanessa	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 1.340,00 	8	Ana	Regular	Segunda-feira	10.720,00	São Paulo	4
Renata	Access	06/06/2016	Pessoa Física	 1.870,00 	9	Paulo	Personalizado	Terça-feira	16.830,00	São Paulo	4
Rodrigo	Windows	06/06/2016	Pessoa Física	 1.910,00 	12	Sandra	Regular	Personalizado	22.920,00	São Paulo	2
Priscila	Excel Básico	06/06/2016	Pessoa Física	 2.240,00 	9	Sandra	Regular	Manhã	20.160,00	São Paulo	3
Mirian	Excel Intermediário	06/06/2016	Pessoa Jurídica	 2.479,00 	11	Humberto	Regular	Tarde	27.269,00	São Paulo	3
Murilo	Excel Avançado	08/06/2016	Pessoa Jurídica	 3.200,00 	10	Henrique	Personalizado	Noite	32.000,00	São Paulo	3
Roberto	Excel Dashboards	08/06/2016	Pessoa Jurídica	 3.921,00 	12	Douglas	Regular	Integral	47.052,00	São Paulo	4
Myslaine	Excel VBA iniciante	08/06/2016	Pessoa Física	 780,00 	12	Jane	Regular	Madrugada	9.360,00	São Paulo	5
Katia	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 980,00 	11	Caio 	Regular	Quarta-feira	10.780,00	São Paulo	4
Vanessa	Access VBA	10/06/2016	Pessoa Física	 1.020,00 	12	Fernando	Personalizado	Quinta-feira	12.240,00	São Paulo	4
Renata	Word VBA	10/06/2016	Pessoa Física	 1.340,00 	9	Roberto	Regular	Personalizado	12.060,00	São Paulo	5
Rodrigo	Outlook	10/06/2016	Pessoa Física	 1.870,00 	8	Rosana	Regular	Manhã	14.960,00	São Paulo	5
Priscila	Outlook VBA	10/06/2016	Pessoa Jurídica	 1.910,00 	10	Sandra	Regular	Tarde	19.100,00	São Paulo	3
Mirian	PowerPoint	12/06/2016	Pessoa Jurídica	 2.240,00 	10	Sérgio	Personalizado	Noite	22.400,00	São Paulo	4
Murilo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 2.479,00 	8	Manuel	Regular	Integral	19.832,00	São Paulo	4
Roberto	Access	12/06/2016	Pessoa Física	 3.200,00 	12	Joaquim	Regular	Madrugada	38.400,00	São Paulo	5
Myslaine	Windows	12/06/2016	Pessoa Jurídica	 3.921,00 	12	Paulo	Regular	Sexta-feira	47.052,00	São Paulo	5
Katia	Excel Básico	14/06/2016	Pessoa Física	 780,00 	12	Leandro	Personalizado	Sábado	9.360,00	São Paulo	4
Vanessa	Excel Intermediário	14/06/2016	Pessoa Física	 980,00 	11	José	Regular	Personalizado	10.780,00	São Paulo	5
Renata	Excel Avançado	14/06/2016	Pessoa Física	 1.020,00 	9	Caio 	Regular	Manhã	9.180,00	São Paulo	2
Rodrigo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 1.340,00 	11	Caio 	Regular	Tarde	14.740,00	São Paulo	5
Priscila	Excel VBA iniciante	16/06/2016	Pessoa Jurídica	 1.870,00 	12	Fernando	Personalizado	Noite	22.440,00	São Paulo	2
Mirian	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 1.910,00 	11	Fernando	Regular	Integral	21.010,00	São Paulo	3
Murilo	Access VBA	16/06/2016	Pessoa Física	 2.240,00 	12	Ana	Regular	Madrugada	26.880,00	São Paulo	4
Roberto	Word VBA	16/06/2016	Pessoa Jurídica	 2.479,00 	12	Paulo	Regular	Domingo	29.748,00	São Paulo	3
Myslaine	Outlook	18/06/2016	Pessoa Física	 3.200,00 	11	Sandra	Personalizado	Segunda-feira	35.200,00	São Paulo	3
Katia	Outlook VBA	18/06/2016	Pessoa Física	 3.921,00 	8	Sandra	Regular	Personalizado	31.368,00	São Paulo	3
Vanessa	PowerPoint	18/06/2016	Pessoa Física	 780,00 	9	Humberto	Regular	Manhã	7.020,00	São Paulo	5
Renata	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 980,00 	12	Henrique	Regular	Tarde	11.760,00	São Paulo	4
Rodrigo	Access	01/06/2016	Pessoa Jurídica	 1.020,00 	9	Douglas	Personalizado	Noite	9.180,00	São Paulo	2
Priscila	Windows	01/06/2016	Pessoa Jurídica	 1.340,00 	10	Jane	Regular	Integral	13.400,00	São Paulo	2
Mirian	Excel Básico	01/06/2016	Pessoa Física	 1.870,00 	11	Caio 	Regular	Madrugada	20.570,00	São Paulo	3
Murilo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 1.910,00 	12	Fernando	Regular	Terça-feira	22.920,00	São Paulo	3
Roberto	Excel Avançado	01/06/2016	Pessoa Física	 2.240,00 	8	Roberto	Personalizado	Quarta-feira	17.920,00	São Paulo	5
Myslaine	Excel Dashboards	01/06/2016	Pessoa Física	 2.479,00 	10	Rosana	Regular	Personalizado	24.790,00	São Paulo	2
Katia	Excel VBA iniciante	02/06/2016	Pessoa Física	 3.200,00 	12	Sandra	Regular	Manhã	38.400,00	São Paulo	2
Vanessa	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 3.921,00 	10	Sérgio	Regular	Tarde	39.210,00	São Paulo	4
Renata	Access VBA	02/06/2016	Pessoa Jurídica	 780,00 	11	Manuel	Personalizado	Noite	8.580,00	São Paulo	4
Rodrigo	Word VBA	02/06/2016	Pessoa Jurídica	 980,00 	10	Joaquim	Regular	Integral	9.800,00	São Paulo	4
Priscila	Outlook	04/06/2016	Pessoa Física	 1.020,00 	9	Paulo	Regular	Madrugada	9.180,00	São Paulo	2
Mirian	Outlook VBA	04/06/2016	Pessoa Jurídica	 1.340,00 	10	Leandro	Regular	Quinta-feira	13.400,00	São Paulo	4
Murilo	PowerPoint	04/06/2016	Pessoa Física	 1.870,00 	9	José	Personalizado	Sexta-feira	16.830,00	São Paulo	3
Roberto	PowerPoint VBA	04/06/2016	Pessoa Física	 1.910,00 	10	Caio 	Regular	Personalizado	19.100,00	São Paulo	4
Myslaine	Access	06/06/2016	Pessoa Física	 2.240,00 	9	Caio 	Regular	Manhã	20.160,00	São Paulo	2
Katia	Windows	06/06/2016	Pessoa Jurídica	 2.479,00 	12	Fernando	Regular	Tarde	29.748,00	São Paulo	4
Vanessa	Excel Básico	06/06/2016	Pessoa Jurídica	 3.200,00 	12	Fernando	Personalizado	Noite	38.400,00	São Paulo	4
Renata	Excel Intermediário	06/06/2016	Pessoa Jurídica	 3.921,00 	11	Ana	Regular	Integral	43.131,00	São Paulo	2
Rodrigo	Excel Avançado	08/06/2016	Pessoa Física	 780,00 	9	Paulo	Regular	Madrugada	7.020,00	São Paulo	3
Priscila	Excel Dashboards	08/06/2016	Pessoa Jurídica	 980,00 	11	Sandra	Regular	Sábado	10.780,00	São Paulo	4
Mirian	Excel VBA iniciante	08/06/2016	Pessoa Física	 1.020,00 	9	Sandra	Personalizado	Domingo	9.180,00	São Paulo	5
Murilo	Excel VBA avançado	08/06/2016	Pessoa Física	 1.340,00 	9	Humberto	Regular	Personalizado	12.060,00	São Paulo	5
Roberto	Access VBA	10/06/2016	Pessoa Física	 1.870,00 	12	Henrique	Regular	Manhã	22.440,00	São Paulo	3
Myslaine	Word VBA	10/06/2016	Pessoa Jurídica	 1.910,00 	9	Douglas	Regular	Tarde	17.190,00	São Paulo	5
Katia	Outlook	10/06/2016	Pessoa Jurídica	 2.240,00 	10	Jane	Personalizado	Noite	22.400,00	São Paulo	2
Vanessa	Outlook VBA	10/06/2016	Pessoa Jurídica	 2.479,00 	11	Caio 	Regular	Integral	27.269,00	São Paulo	5
Renata	PowerPoint	12/06/2016	Pessoa Física	 3.200,00 	10	Fernando	Regular	Madrugada	32.000,00	São Paulo	3
Rodrigo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 3.921,00 	12	Roberto	Regular	Segunda-feira	47.052,00	São Paulo	2
Priscila	Access	12/06/2016	Pessoa Física	 780,00 	12	Rosana	Personalizado	Terça-feira	9.360,00	São Paulo	5
Mirian	Windows	12/06/2016	Pessoa Física	 980,00 	9	Sandra	Regular	Personalizado	8.820,00	São Paulo	4
Murilo	Excel Básico	14/06/2016	Pessoa Física	 1.020,00 	11	Sérgio	Regular	Manhã	11.220,00	São Paulo	3
Roberto	Excel Intermediário	14/06/2016	Pessoa Jurídica	 1.340,00 	9	Manuel	Regular	Tarde	12.060,00	São Paulo	5
Myslaine	Excel Avançado	14/06/2016	Pessoa Jurídica	 1.870,00 	11	Joaquim	Personalizado	Noite	20.570,00	São Paulo	4
Katia	Excel Dashboards	14/06/2016	Pessoa Jurídica	 1.910,00 	12	Paulo	Regular	Integral	22.920,00	São Paulo	3
Vanessa	Excel VBA iniciante	16/06/2016	Pessoa Física	 2.240,00 	12	Leandro	Regular	Madrugada	26.880,00	São Paulo	5
Renata	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 2.479,00 	10	José	Regular	Quarta-feira	24.790,00	São Paulo	2
Rodrigo	Access VBA	16/06/2016	Pessoa Física	 3.200,00 	8	Caio 	Personalizado	Quinta-feira	25.600,00	São Paulo	2
Priscila	Word VBA	16/06/2016	Pessoa Física	 3.921,00 	8	Caio 	Regular	Personalizado	31.368,00	São Paulo	5
Mirian	Outlook	18/06/2016	Pessoa Física	 780,00 	12	Fernando	Regular	Manhã	9.360,00	São Paulo	2
Murilo	Outlook VBA	18/06/2016	Pessoa Jurídica	 980,00 	10	Fernando	Regular	Tarde	9.800,00	São Paulo	4
Roberto	PowerPoint	18/06/2016	Pessoa Jurídica	 1.020,00 	11	Ana	Personalizado	Noite	11.220,00	São Paulo	5
Myslaine	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 1.340,00 	12	Paulo	Regular	Integral	16.080,00	São Paulo	2
Katia	Access	01/06/2016	Pessoa Física	 1.870,00 	8	Sandra	Regular	Madrugada	14.960,00	São Paulo	4
Vanessa	Windows	01/06/2016	Pessoa Jurídica	 1.910,00 	12	Sandra	Regular	Sexta-feira	22.920,00	São Paulo	4
Renata	Excel Básico	01/06/2016	Pessoa Física	 2.240,00 	9	Humberto	Personalizado	Sábado	20.160,00	São Paulo	4
Rodrigo	Excel Intermediário	01/06/2016	Pessoa Física	 2.479,00 	9	Henrique	Regular	Personalizado	22.311,00	São Paulo	4
Priscila	Excel Avançado	01/06/2016	Pessoa Física	 3.200,00 	8	Douglas	Regular	Manhã	25.600,00	São Paulo	4
Mirian	Excel Dashboards	01/06/2016	Pessoa Jurídica	 3.921,00 	8	Jane	Regular	Tarde	31.368,00	São Paulo	3
Murilo	Excel VBA iniciante	02/06/2016	Pessoa Jurídica	 780,00 	8	Caio 	Personalizado	Noite	6.240,00	São Paulo	2
Roberto	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 980,00 	12	Fernando	Regular	Integral	11.760,00	São Paulo	2
